"workers","1885","1.48"
"workers","1889","1.89"
"workers","1892","2.73"
"workers","1893","2.33"
"workers","1894","2.39"
"workers","1895","2.60"
"workers","1898","2.08"
"workers","1901","1.92"
"workers","1902","1.96"
"workers","1907","2.42"
"workers","1910","2.36"
"workers","1911","2.64"
"workers","1912","3.54"
"workers","1913","3.33"
"workers","1914","3.04"
"workers","1915","3.72"
"workers","1916","4.23"
"workers","1917","5.16"
"workers","1918","6.39"
"workers","1919","6.38"
"workers","1920","5.86"
"workers","1921","5.21"
"workers","1922","3.94"
"workers","1923","4.26"
"workers","1924","4.33"
"workers","1925","4.03"
"workers","1926","3.77"
"workers","1927","3.51"
"workers","1928","3.16"
"workers","1929","2.97"
"workers","1930","3.01"
"workers","1931","3.14"
"workers","1932","2.62"
"workers","1933","2.55"
"workers","1934","2.57"
"workers","1935","2.73"
"workers","1936","2.71"
"workers","1937","2.99"
"workers","1938","2.63"
"workers","1939","3.02"
"workers","1940","3.90"
"workers","1941","4.98"
"workers","1942","5.59"
"workers","1943","5.91"
"workers","1944","4.81"
"workers","1945","4.80"
"workers","1946","4.59"
"workers","1947","5.05"
"workers","1948","4.26"
"workers","1949","3.97"
"workers","1950","3.70"
"leaders","1841","2.71"
"leaders","1848","4.24"
"leaders","1851","2.25"
"leaders","1859","2.29"
"leaders","1861","1.77"
"leaders","1870","2.02"
"leaders","1876","1.88"
"leaders","1877","1.91"
"leaders","1878","2.04"
"leaders","1879","2.05"
"leaders","1881","2.98"
"leaders","1882","2.81"
"leaders","1883","2.38"
"leaders","1884","3.37"
"leaders","1885","3.46"
"leaders","1886","3.26"
"leaders","1889","2.63"
"leaders","1890","2.77"
"leaders","1891","2.47"
"leaders","1892","2.60"
"leaders","1894","2.33"
"leaders","1895","2.32"
"leaders","1896","2.33"
"leaders","1897","1.95"
"leaders","1899","1.83"
"leaders","1900","2.06"
"leaders","1901","1.58"
"leaders","1902","1.84"
"leaders","1903","1.44"
"leaders","1904","1.34"
"leaders","1905","1.44"
"leaders","1906","1.43"
"leaders","1907","1.17"
"leaders","1908","1.27"
"leaders","1909","1.29"
"leaders","1910","1.33"
"leaders","1911","1.44"
"leaders","1912","1.69"
"leaders","1913","1.82"
"leaders","1914","1.92"
"leaders","1915","1.43"
"leaders","1916","1.23"
"leaders","1917","1.36"
"leaders","1918","1.74"
"leaders","1919","2.20"
"leaders","1920","2.06"
"leaders","1921","2.22"
"leaders","1922","1.90"
"leaders","1923","1.78"
"leaders","1924","1.89"
"leaders","1925","1.68"
"leaders","1926","2.27"
"leaders","1927","1.65"
"leaders","1928","1.35"
"leaders","1929","1.41"
"leaders","1930","1.27"
"leaders","1931","1.49"
"leaders","1932","1.25"
"leaders","1933","1.16"
"leaders","1934","1.17"
"leaders","1935","1.25"
"leaders","1936","1.27"
"leaders","1937","1.21"
"leaders","1938","1.31"
"leaders","1939","1.44"
"leaders","1940","1.25"
"leaders","1941","1.59"
"leaders","1942","1.62"
"leaders","1943","1.81"
"leaders","1944","1.64"
"leaders","1945","1.96"
"leaders","1946","1.60"
"leaders","1947","1.45"
"leaders","1948","1.44"
"leaders","1949","1.48"
"leaders","1950","1.43"
"patients","1791","2.45"
"patients","1793","2.93"
"patients","1797","1.93"
"patients","1798","2.22"
"patients","1814","1.64"
"patients","1815","1.84"
"patients","1825","2.41"
"patients","1826","2.43"
"patients","1827","2.28"
"patients","1828","2.11"
"patients","1829","2.00"
"patients","1830","2.32"
"patients","1831","2.59"
"patients","1835","2.63"
"patients","1839","3.55"
"patients","1840","3.48"
"patients","1841","3.82"
"patients","1842","3.69"
"patients","1844","3.70"
"patients","1845","3.68"
"patients","1846","3.72"
"patients","1847","4.47"
"patients","1848","3.55"
"patients","1849","4.23"
"patients","1850","3.58"
"patients","1851","3.90"
"patients","1852","3.67"
"patients","1853","3.69"
"patients","1854","3.99"
"patients","1855","3.72"
"patients","1856","3.46"
"patients","1857","3.49"
"patients","1858","3.58"
"patients","1859","3.85"
"patients","1860","3.40"
"patients","1862","3.27"
"patients","1863","3.63"
"patients","1864","3.71"
"patients","1865","4.01"
"patients","1866","3.98"
"patients","1867","3.62"
"patients","1868","3.58"
"patients","1869","3.57"
"patients","1873","2.93"
"patients","1874","2.95"
"patients","1876","3.04"
"patients","1878","2.81"
"patients","1880","2.45"
"patients","1881","2.52"
"patients","1882","2.44"
"patients","1883","2.23"
"patients","1884","2.68"
"patients","1885","2.35"
"patients","1887","2.26"
"patients","1888","2.33"
"patients","1889","2.23"
"patients","1890","2.53"
"patients","1891","2.20"
"patients","1892","2.68"
"patients","1894","2.29"
"patients","1895","2.13"
"patients","1896","1.92"
"patients","1897","1.89"
"patients","1898","1.97"
"patients","1900","2.26"
"patients","1901","1.57"
"patients","1904","1.50"
"patients","1906","1.23"
"patients","1907","1.16"
"patients","1909","1.10"
"patients","1910","0.96"
"patients","1911","1.07"
"patients","1913","1.33"
"patients","1914","1.43"
"patients","1915","1.46"
"patients","1916","1.45"
"patients","1917","1.49"
"patients","1918","1.60"
"patients","1919","1.32"
"patients","1920","1.21"
"patients","1930","1.04"
"patients","1932","1.03"
"patients","1933","0.94"
"patients","1934","1.04"
"patients","1936","0.94"
"patients","1939","1.03"
"patients","1950","0.89"
